pref,muni,code,did_pop,did_pop_pct,urban,urban_naisui,records,years,first_year,last_year,area_takuchi_km2,area_km2,yukaue,yukashita,buildings,buildings_台風,buildings_梅雨前線,buildings_豪雨・その他,buildings_その他,kubochi_records,has_a51,hires_dem_pref
和歌山県,高野町,,0,0.0,False,False,10,3,2013,2023,0.034,0.048,38.0,109.0,147.0,147.0,0.0,0.0,0.0,0,False,False
和歌山県,御坊市,30205,5163,22.0,False,False,43,7,2011,2023,0.112,0.561,12.0,133.0,145.0,138.0,1.0,6.0,0.0,0,False,False
岐阜県,養老町,,0,0.0,False,False,3,2,2013,2017,0.036,0.105,0.0,144.0,144.0,144.0,0.0,0.0,0.0,0,False,False
山形県,中山町,,0,0.0,False,False,6,1,2020,2020,0.271,0.271,18.0,124.0,142.0,0.0,142.0,0.0,0.0,0,False,False
大分県,中津市,44203,25772,31.1,False,False,56,3,2017,2023,0.096,0.096,42.0,100.0,142.0,1.0,141.0,0.0,0.0,0,False,False
岡山県,矢掛町,,0,0.0,False,False,6,3,2012,2018,1.045,3.331,20.0,121.0,141.0,131.0,0.0,10.0,0.0,0,False,False
宮城県,白石市,04206,12004,36.6,False,False,1,1,2019,2019,0.621,0.621,0.0,139.0,139.0,139.0,0.0,0.0,0.0,0,False,False
和歌山県,湯浅町,30361,5127,46.1,False,False,20,6,2010,2016,0.079,0.159,9.0,130.0,139.0,138.0,1.0,0.0,0.0,3,False,False
徳島県,石井町,,0,0.0,False,False,20,3,2011,2016,0.024,0.064,21.0,117.0,138.0,138.0,0.0,0.0,0.0,1,False,False
広島県,大崎上島町,,0,0.0,False,False,22,4,2018,2021,0.093,0.15,43.0,94.0,137.0,125.0,0.0,12.0,0.0,0,False,False
秋田県,湯沢市,05207,9641,22.9,False,False,32,6,2010,2018,0.042,0.051,7.0,130.0,137.0,1.0,4.0,132.0,0.0,0,False,False
山形県,庄内町,,0,0.0,False,False,73,5,2010,2020,0.593,3.799,0.0,136.0,136.0,0.0,0.0,136.0,0.0,0,False,False
島根県,江津市,,0,0.0,False,False,49,7,2011,2021,0.526,2.042,13.0,119.0,132.0,19.0,1.0,112.0,0.0,4,False,False
愛媛県,砥部町,38402,5891,28.8,False,False,16,6,2011,2020,0.045,0.045,24.0,108.0,132.0,131.0,1.0,0.0,0.0,9,False,False
岡山県,和気町,,0,0.0,False,False,61,3,2012,2018,0.082,0.119,18.0,112.0,130.0,43.0,72.0,15.0,0.0,0,False,False
熊本県,あさぎり町,,0,0.0,False,False,4,2,2011,2020,0.081,1.026,99.0,31.0,130.0,0.0,130.0,0.0,0.0,1,False,False
秋田県,潟上市,,0,0.0,False,False,31,5,2013,2023,0.105,11.765,26.0,104.0,130.0,28.0,37.0,65.0,0.0,1,False,False
熊本県,八代市,43202,54592,44.4,False,False,11,2,2012,2013,0.104,0.144,5.0,125.0,130.0,89.0,30.0,11.0,0.0,0,False,False
愛知県,田原市,23231,11495,19.4,False,False,13,5,2011,2023,0.233,1.36,13.0,117.0,130.0,130.0,0.0,0.0,0.0,1,False,False
福岡県,小竹町,,0,0.0,False,False,11,3,2010,2021,0.538,2.248,24.0,104.0,128.0,40.0,74.0,14.0,0.0,4,False,False
石川県,白山市,17210,37796,34.2,False,False,26,4,2013,2022,0.038,0.038,10.0,117.0,127.0,2.0,0.0,125.0,0.0,0,False,False
福島県,南相馬市,07212,21054,35.7,False,False,59,2,2010,2019,0.156,0.156,33.0,92.0,125.0,108.0,0.0,17.0,0.0,56,False,False
愛媛県,松野町,,0,0.0,False,False,4,1,2018,2018,0.107,0.434,51.0,74.0,125.0,125.0,0.0,0.0,0.0,0,False,False
青森県,鶴田町,,0,0.0,False,False,41,3,2010,2022,0.19,4.973,72.0,51.0,123.0,16.0,0.0,107.0,0.0,0,False,False
広島県,江田島市,,0,0.0,False,False,26,2,2010,2018,0.134,0.134,34.0,89.0,123.0,66.0,57.0,0.0,0.0,0,False,False
山形県,長井市,06209,10538,39.7,False,False,95,6,2010,2020,0.036,0.077,15.0,108.0,123.0,49.0,49.0,25.0,0.0,0,False,False
愛媛県,鬼北町,,0,0.0,False,False,20,1,2018,2018,0.018,0.021,21.0,101.0,122.0,122.0,0.0,0.0,0.0,0,False,False
青森県,平川市,,0,0.0,False,False,43,3,2012,2022,0.02,0.863,12.0,110.0,122.0,119.0,0.0,3.0,0.0,11,False,False
岡山県,笠岡市,33205,9296,20.2,False,False,6,3,2012,2018,1.097,1.097,23.0,98.0,121.0,114.0,3.0,4.0,0.0,0,False,False
佐賀県,唐津市,41202,42044,35.8,False,False,38,8,2010,2023,0.011,0.068,16.0,103.0,119.0,5.0,54.0,60.0,0.0,0,False,False
静岡県,浜松市北区,22135,17938,19.4,False,False,23,8,2011,2023,2.14,5.147,43.0,76.0,119.0,110.0,9.0,0.0,0.0,2,False,True
岡山県,赤磐市,33213,13868,32.5,False,False,42,4,2012,2018,0.011,0.014,17.0,98.0,115.0,74.0,39.0,2.0,0.0,26,False,False
青森県,中泊町,,0,0.0,False,False,45,4,2010,2022,0.034,4.102,38.0,76.0,114.0,25.0,0.0,89.0,0.0,5,False,False
佐賀県,多久市,,0,0.0,False,False,28,7,2010,2021,0.492,5.961,17.0,97.0,114.0,0.0,23.0,91.0,0.0,0,False,False
岡山県,高梁市,33209,5703,19.6,False,False,15,3,2010,2018,0.197,0.197,60.0,53.0,113.0,97.0,12.0,4.0,0.0,0,False,False
奈良県,安堵町,,0,0.0,False,False,6,5,2012,2023,0.016,1.036,20.0,93.0,113.0,112.0,1.0,0.0,0.0,0,False,False
石川県,能美市,17211,8733,18.0,False,False,27,2,2013,2022,0.278,0.359,16.0,94.0,110.0,0.0,0.0,110.0,0.0,25,False,False
秋田県,北秋田市,,0,0.0,False,False,239,8,2010,2023,0.026,15.555,15.0,94.0,109.0,11.0,7.0,91.0,0.0,12,False,False
熊本県,水俣市,43205,10753,45.6,False,False,21,3,2010,2020,0.446,0.446,26.0,83.0,109.0,0.0,108.0,1.0,0.0,1,False,False
熊本県,芦北町,,0,0.0,False,False,52,6,2012,2020,0.031,0.031,15.0,92.0,107.0,0.0,61.0,46.0,0.0,0,False,False
山形県,村山市,06208,6958,30.9,False,False,24,6,2011,2020,0.145,3.454,79.0,27.0,106.0,0.0,103.0,3.0,0.0,0,False,False
岡山県,美作市,,0,0.0,False,False,8,3,2013,2022,0.067,0.067,47.0,58.0,105.0,100.0,0.0,5.0,0.0,0,False,False
新潟県,胎内市,,0,0.0,False,False,25,1,2022,2022,0.725,0.725,0.0,105.0,105.0,0.0,0.0,105.0,0.0,0,False,False
千葉県,山武市,,0,0.0,False,False,16,3,2010,2019,0.12,0.12,33.0,71.0,104.0,104.0,0.0,0.0,0.0,2,False,False
富山県,魚津市,16204,12074,29.8,False,False,20,3,2010,2021,0.023,0.023,4.0,99.0,103.0,0.0,3.0,100.0,0.0,0,True,False
島根県,安来市,32206,7056,19.0,False,False,66,4,2011,2021,0.054,8.648,5.0,97.0,102.0,4.0,73.0,25.0,0.0,0,False,False
岡山県,備前市,,0,0.0,False,False,11,3,2012,2018,0.001,0.001,11.0,90.0,101.0,98.0,3.0,0.0,0.0,0,False,False
鹿児島県,指宿市,46210,5479,14.0,False,False,36,4,2012,2020,0.126,0.127,3.0,95.0,98.0,72.0,26.0,0.0,0.0,1,False,False
兵庫県,西宮市,28204,454756,93.7,True,False,61,3,2013,2015,0.009,0.009,21.0,75.0,96.0,9.0,0.0,87.0,0.0,2,False,True
岩手県,花巻市,03205,18282,19.6,False,False,48,5,2010,2022,0.013,1.303,7.0,88.0,95.0,1.0,2.0,92.0,0.0,5,False,False
茨城県,つくば市,08220,92467,38.3,False,False,12,5,2011,2019,0.019,0.307,0.0,95.0,95.0,21.0,0.0,74.0,0.0,0,False,False
京都府,京都市中京区,26104,110488,100.0,True,False,24,4,2010,2015,0.009,0.009,55.0,40.0,95.0,42.0,0.0,53.0,0.0,0,False,False
岐阜県,郡上市,,0,0.0,False,False,75,3,2010,2018,0.014,0.027,7.0,87.0,94.0,80.0,7.0,7.0,0.0,0,False,False
兵庫県,尼崎市,28202,459593,100.0,True,False,53,1,2013,2013,0.009,0.009,42.0,52.0,94.0,0.0,0.0,94.0,0.0,0,False,True
長野県,下諏訪町,20361,15249,79.6,True,False,30,4,2012,2021,0.025,0.025,2.0,91.0,93.0,0.0,35.0,58.0,0.0,0,False,False
埼玉県,狭山市,11215,127285,85.6,True,False,22,6,2010,2022,0.031,0.031,22.0,71.0,93.0,80.0,0.0,13.0,0.0,11,False,False
宮城県,村田町,,0,0.0,False,False,10,3,2011,2019,0.012,0.845,28.0,64.0,92.0,92.0,0.0,0.0,0.0,2,False,False
大阪府,大阪市西成区,27122,106111,100.0,True,False,5,2,2012,2015,0.002,0.002,1.0,90.0,91.0,7.0,0.0,84.0,0.0,0,False,False
千葉県,柏市,12217,390336,91.5,True,False,34,5,2010,2014,0.028,0.028,34.0,57.0,91.0,52.0,0.0,39.0,0.0,0,False,False
佐賀県,鹿島市,41207,9582,34.4,False,False,56,4,2010,2022,0.027,8.025,3.0,87.0,90.0,0.0,66.0,24.0,0.0,0,False,False
愛知県,南知多町,,0,0.0,False,False,20,3,2012,2018,0.04,0.04,36.0,54.0,90.0,90.0,0.0,0.0,0.0,0,False,False
埼玉県,さいたま市南区,11108,191531,100.0,True,False,50,7,2013,2023,0.193,0.193,25.0,65.0,90.0,85.0,0.0,5.0,0.0,0,False,False
大阪府,大阪市西淀川区,27113,95864,100.0,True,False,1,1,2012,2012,0.005,0.005,4.0,86.0,90.0,0.0,0.0,90.0,0.0,0,False,False
山口県,宇部市,35202,88924,54.7,True,False,17,5,2010,2022,0.041,0.041,5.0,85.0,90.0,1.0,62.0,27.0,0.0,5,False,False
千葉県,大網白里市,12239,5142,10.7,False,False,9,2,2013,2019,0.671,0.671,27.0,63.0,90.0,90.0,0.0,0.0,0.0,0,False,False
北海道,室蘭市,01205,68514,83.2,True,False,13,1,2010,2010,0.148,0.148,46.0,43.0,89.0,0.0,0.0,89.0,0.0,0,True,False
富山県,射水市,16211,44146,48.7,False,False,34,6,2010,2018,0.012,0.426,1.0,88.0,89.0,0.0,7.0,82.0,0.0,0,False,False
兵庫県,太子町,28464,17356,51.8,True,False,56,3,2012,2017,0.03,0.031,3.0,86.0,89.0,89.0,0.0,0.0,0.0,0,False,True
新潟県,柏崎市,15205,35614,43.7,False,False,61,5,2010,2018,0.034,0.076,34.0,54.0,88.0,0.0,44.0,44.0,0.0,0,False,False
福岡県,大刀洗町,,0,0.0,False,False,116,6,2012,2021,0.0,25.177,20.0,67.0,87.0,51.0,28.0,8.0,0.0,0,False,False
東京都,中野区,13114,344880,100.0,True,False,100,11,2010,2023,0.015,0.015,59.0,28.0,87.0,6.0,1.0,80.0,0.0,3,False,True
千葉県,千葉市緑区,12105,105952,81.9,True,False,15,3,2013,2023,0.009,0.01,29.0,58.0,87.0,72.0,0.0,15.0,0.0,11,False,False
山形県,山形市,06201,184382,74.5,True,False,78,6,2010,2016,0.025,0.029,29.0,58.0,87.0,21.0,0.0,66.0,0.0,0,False,False
香川県,丸亀市,37202,37582,34.3,False,False,32,3,2016,2018,0.022,0.022,6.0,81.0,87.0,87.0,0.0,0.0,0.0,0,False,False
大阪府,大阪市都島区,27102,107904,100.0,True,False,1,1,2012,2012,0.12,0.12,1.0,85.0,86.0,0.0,0.0,86.0,0.0,0,False,False
静岡県,吉田町,22424,7530,26.0,False,False,16,2,2013,2022,0.283,0.292,25.0,61.0,86.0,8.0,0.0,78.0,0.0,0,False,True
福井県,南越前町,,0,0.0,False,False,27,1,2022,2022,0.017,0.265,20.0,66.0,86.0,0.0,0.0,86.0,0.0,0,False,False
大阪府,岸和田市,27202,174616,91.6,True,False,4,2,2010,2014,0.054,0.054,9.0,76.0,85.0,83.0,2.0,0.0,0.0,0,False,False
長野県,中野市,20211,11829,27.9,False,False,5,2,2017,2019,0.311,2.935,64.0,21.0,85.0,76.0,0.0,9.0,0.0,0,False,False
広島県,安芸高田市,,0,0.0,False,False,26,3,2010,2020,0.011,0.094,5.0,80.0,85.0,4.0,80.0,1.0,0.0,3,False,False
三重県,鳥羽市,,0,0.0,False,False,15,3,2015,2019,0.015,0.015,29.0,55.0,84.0,84.0,0.0,0.0,0.0,6,False,False
愛知県,稲沢市,23220,55108,40.8,False,False,27,5,2012,2021,0.13,0.138,1.0,83.0,84.0,83.0,0.0,1.0,0.0,0,False,False
宮崎県,門川町,45421,8830,50.8,True,False,6,4,2014,2022,1.171,2.068,30.0,54.0,84.0,79.0,5.0,0.0,0.0,1,False,False
千葉県,富津市,12226,5246,12.4,False,False,27,5,2011,2021,0.022,0.022,19.0,64.0,83.0,63.0,7.0,13.0,0.0,0,False,False
兵庫県,播磨町,28382,33172,98.7,True,False,11,4,2011,2014,0.076,0.076,13.0,70.0,83.0,50.0,10.0,23.0,0.0,0,False,True
徳島県,北島町,36402,13329,58.6,True,False,2,2,2011,2014,0.266,1.666,6.0,76.0,82.0,82.0,0.0,0.0,0.0,0,False,False
島根県,大田市,,0,0.0,False,False,38,3,2012,2016,0.009,0.009,12.0,69.0,81.0,0.0,20.0,61.0,0.0,0,False,False
兵庫県,小野市,28218,17014,35.8,False,False,49,6,2011,2018,0.137,0.346,19.0,62.0,81.0,73.0,3.0,5.0,0.0,0,False,True
栃木県,壬生町,09361,20016,50.7,True,False,17,4,2015,2019,0.045,0.213,12.0,69.0,81.0,81.0,0.0,0.0,0.0,0,False,False
栃木県,佐野市,09204,53645,46.2,False,False,31,2,2015,2019,0.042,0.043,1.0,79.0,80.0,80.0,0.0,0.0,0.0,29,False,False
岩手県,大槌町,,0,0.0,False,False,9,2,2016,2019,0.03,0.03,29.0,51.0,80.0,80.0,0.0,0.0,0.0,0,False,False
和歌山県,橋本市,,0,0.0,False,False,22,3,2013,2023,0.083,0.158,5.0,75.0,80.0,80.0,0.0,0.0,0.0,0,False,False
佐賀県,神埼市,41210,6851,22.1,False,False,35,5,2010,2021,0.028,17.098,9.0,70.0,79.0,0.0,18.0,61.0,0.0,0,False,False
山形県,酒田市,06204,58673,58.5,True,False,53,3,2010,2020,0.189,1.688,5.0,74.0,79.0,2.0,25.0,52.0,0.0,8,False,False
大阪府,大阪市住吉区,27120,153056,100.0,True,False,1,1,2012,2012,0.004,0.004,1.0,77.0,78.0,0.0,0.0,78.0,0.0,0,False,False
兵庫県,明石市,28203,289204,95.3,True,False,42,6,2010,2018,0.008,0.008,15.0,63.0,78.0,71.0,5.0,2.0,0.0,0,False,True
熊本県,天草市,43215,14164,18.7,False,False,8,4,2010,2015,0.011,0.011,10.0,68.0,78.0,21.0,57.0,0.0,0.0,0,False,False
福島県,田村市,,0,0.0,False,False,35,5,2010,2015,0.008,0.008,30.0,48.0,78.0,63.0,0.0,15.0,0.0,0,False,False
山形県,飯豊町,,0,0.0,False,False,84,4,2013,2022,0.029,1.229,1.0,76.0,77.0,0.0,8.0,69.0,0.0,76,False,False
埼玉県,蕨市,11223,74283,100.0,True,False,35,5,2011,2019,0.021,0.021,30.0,46.0,76.0,19.0,0.0,57.0,0.0,3,False,False
京都府,木津川市,26214,47046,60.4,True,False,35,3,2012,2017,0.095,1.462,28.0,48.0,76.0,59.0,0.0,17.0,0.0,0,False,False
山口県,下松市,35207,37015,66.2,True,False,16,4,2010,2023,0.016,0.016,6.0,70.0,76.0,62.0,14.0,0.0,0.0,2,True,False
高知県,須崎市,,0,0.0,False,False,30,2,2014,2015,0.024,0.024,18.0,57.0,75.0,35.0,0.0,40.0,0.0,1,False,False
兵庫県,南あわじ市,,0,0.0,False,False,35,4,2011,2015,0.008,5.247,2.0,73.0,75.0,75.0,0.0,0.0,0.0,0,False,True
鹿児島県,鹿屋市,46203,25656,25.3,False,False,2,2,2015,2019,0.013,0.013,5.0,70.0,75.0,0.0,72.0,3.0,0.0,0,False,False
鹿児島県,肝付町,,0,0.0,False,False,32,6,2011,2018,0.211,3.005,6.0,69.0,75.0,35.0,12.0,28.0,0.0,0,False,False
滋賀県,東近江市,25213,36791,32.6,False,False,2,2,2012,2013,0.037,0.037,17.0,57.0,74.0,18.0,0.0,56.0,0.0,0,False,False
滋賀県,大津市,25201,280334,81.3,True,False,15,3,2010,2013,0.012,0.096,3.0,71.0,74.0,73.0,0.0,1.0,0.0,0,False,False
埼玉県,さいたま市,11100,1243417,93.9,True,False,30,3,2010,2012,0.007,0.007,17.0,57.0,74.0,6.0,0.0,68.0,0.0,0,False,False
山形県,山辺町,06301,7235,52.7,True,False,4,2,2013,2020,0.15,0.16,26.0,48.0,74.0,0.0,74.0,0.0,0.0,0,False,False
大分県,竹田市,,0,0.0,False,False,15,1,2012,2012,0.095,0.122,38.0,35.0,73.0,0.0,73.0,0.0,0.0,0,False,False
愛知県,碧南市,23209,65484,90.4,True,False,48,5,2013,2022,0.012,0.089,11.0,62.0,73.0,3.0,0.0,70.0,0.0,0,False,False
神奈川県,横浜市,14100,3688620,97.7,True,False,40,3,2010,2012,0.011,0.011,22.0,51.0,73.0,2.0,0.0,71.0,0.0,0,False,True
愛知県,岩倉市,23228,42229,88.0,True,False,17,7,2013,2021,0.015,0.015,1.0,72.0,73.0,21.0,2.0,50.0,0.0,0,False,False
埼玉県,鳩ケ谷市,,0,0.0,False,False,6,1,2010,2010,0.036,0.036,2.0,70.0,72.0,0.0,0.0,72.0,0.0,0,False,False
大阪府,大阪市淀川区,27123,183444,100.0,True,False,3,1,2012,2012,0.004,0.004,7.0,65.0,72.0,3.0,0.0,69.0,0.0,0,False,False
熊本県,御船町,,0,0.0,False,False,1,1,2016,2016,0.094,0.094,56.0,15.0,71.0,0.0,71.0,0.0,0.0,0,False,False
山口県,山陽小野田市,35216,16100,26.7,False,False,12,6,2010,2023,0.209,0.425,28.0,43.0,71.0,5.0,66.0,0.0,0.0,2,False,False
埼玉県,入間市,11225,122530,84.1,True,False,19,5,2010,2019,0.054,0.055,21.0,50.0,71.0,48.0,0.0,23.0,0.0,5,False,False
三重県,志摩市,,0,0.0,False,False,16,3,2015,2019,0.052,0.052,15.0,56.0,71.0,57.0,0.0,14.0,0.0,1,False,False
福岡県,筑後市,40211,13268,27.2,False,False,25,5,2010,2023,0.028,0.09,5.0,66.0,71.0,0.0,25.0,46.0,0.0,2,False,False
北海道,北見市,01208,77537,67.2,True,False,34,5,2010,2016,0.056,2.237,0.0,70.0,70.0,0.0,0.0,70.0,0.0,1,False,False
三重県,名張市,24208,42957,56.2,True,False,19,8,2011,2023,0.009,0.011,0.0,70.0,70.0,70.0,0.0,0.0,0.0,1,False,False
神奈川県,綾瀬市,14218,73952,88.1,True,False,22,5,2010,2018,0.021,0.021,33.0,37.0,70.0,12.0,0.0,58.0,0.0,6,True,True
広島県,府中市,34208,18628,49.5,False,False,8,3,2018,2021,0.179,0.179,12.0,57.0,69.0,56.0,0.0,13.0,0.0,0,False,False
京都府,京都市北区,26101,110238,94.1,True,False,28,6,2010,2018,0.012,0.012,17.0,52.0,69.0,33.0,9.0,27.0,0.0,2,False,False
兵庫県,市川町,,0,0.0,False,False,40,4,2010,2013,0.012,0.058,6.0,63.0,69.0,16.0,0.0,53.0,0.0,0,False,True
岐阜県,恵那市,21210,5656,11.8,False,False,47,6,2010,2021,0.012,0.012,6.0,63.0,69.0,35.0,17.0,17.0,0.0,5,False,False
神奈川県,寒川町,14321,42867,88.6,True,False,19,5,2010,2021,0.605,0.791,13.0,56.0,69.0,68.0,0.0,1.0,0.0,6,False,True
山形県,大石田町,,0,0.0,False,False,34,5,2011,2022,0.439,1.77,23.0,46.0,69.0,3.0,60.0,6.0,0.0,0,False,False
北海道,日高町,,0,0.0,False,False,35,3,2010,2022,1.532,2.742,10.0,58.0,68.0,59.0,0.0,9.0,0.0,0,False,False
福岡県,鞍手町,,0,0.0,False,False,7,2,2018,2023,0.131,0.435,1.0,67.0,68.0,62.0,0.0,6.0,0.0,0,False,False
新潟県,阿賀野市,15223,11239,27.6,False,False,23,1,2011,2011,0.035,0.074,4.0,64.0,68.0,0.0,0.0,68.0,0.0,0,False,False
岩手県,野田村,,0,0.0,False,False,3,3,2011,2019,0.185,0.185,5.0,63.0,68.0,68.0,0.0,0.0,0.0,1,False,False
宮城県,女川町,,0,0.0,False,False,2,1,2019,2019,0.32,0.32,43.0,25.0,68.0,68.0,0.0,0.0,0.0,2,False,False
富山県,氷見市,16205,9803,22.3,False,False,22,8,2010,2022,0.037,0.046,2.0,65.0,67.0,15.0,13.0,39.0,0.0,0,False,False
秋田県,井川町,,0,0.0,False,False,28,4,2011,2023,0.008,0.172,9.0,58.0,67.0,0.0,34.0,33.0,0.0,0,False,False
北海道,函館市,01202,216044,86.1,True,False,8,2,2017,2022,0.025,0.025,14.0,53.0,67.0,0.0,0.0,67.0,0.0,0,False,False
埼玉県,所沢市,11208,305336,89.1,True,False,30,2,2010,2011,0.007,0.007,16.0,51.0,67.0,1.0,0.0,66.0,0.0,0,False,False
愛知県,名古屋市中区,23106,93100,100.0,True,False,11,2,2013,2019,0.573,0.573,23.0,44.0,67.0,2.0,0.0,65.0,0.0,0,False,False
千葉県,木更津市,12206,102312,75.2,True,False,69,1,2013,2013,0.025,0.025,33.0,34.0,67.0,67.0,0.0,0.0,0.0,0,False,False
福岡県,みやこ町,,0,0.0,False,False,28,2,2010,2012,0.007,0.433,5.0,62.0,67.0,0.0,67.0,0.0,0.0,0,False,False
神奈川県,大和市,14213,237810,99.4,True,False,59,7,2010,2018,0.009,0.009,27.0,40.0,67.0,2.0,0.0,65.0,0.0,0,False,True
宮崎県,日南市,45204,12282,24.2,False,False,54,6,2013,2022,0.051,0.925,17.0,49.0,66.0,46.0,0.0,20.0,0.0,0,False,False
熊本県,錦町,,0,0.0,False,False,3,1,2020,2020,0.082,0.852,2.0,64.0,66.0,0.0,66.0,0.0,0.0,0,False,False
秋田県,八郎潟町,,0,0.0,False,False,6,2,2013,2018,0.033,0.033,22.0,44.0,66.0,4.0,0.0,62.0,0.0,0,False,False
福島県,柳津町,,0,0.0,False,False,9,1,2011,2011,0.009,0.009,46.0,20.0,66.0,0.0,0.0,66.0,0.0,0,False,False
宮崎県,国富町,,0,0.0,False,False,11,3,2018,2023,0.01,0.041,11.0,54.0,65.0,65.0,0.0,0.0,0.0,0,False,False
茨城県,大子町,,0,0.0,False,False,4,2,2011,2013,0.001,0.001,1.0,64.0,65.0,65.0,0.0,0.0,0.0,0,False,False
千葉県,八千代市,12221,183397,91.9,True,False,21,5,2010,2014,0.013,0.013,21.0,44.0,65.0,32.0,0.0,33.0,0.0,0,False,False
東京都,新宿区,13104,349385,100.0,True,False,26,4,2010,2016,0.006,0.006,48.0,16.0,64.0,9.0,1.0,54.0,0.0,0,False,True
群馬県,玉村町,10464,5463,15.2,False,False,11,4,2010,2019,0.049,0.064,6.0,58.0,64.0,58.0,0.0,6.0,0.0,0,False,False
岐阜県,土岐市,21212,23040,41.6,False,False,25,3,2011,2017,0.01,0.01,18.0,46.0,64.0,64.0,0.0,0.0,0.0,0,False,False
東京都,台東区,13106,211444,100.0,True,False,10,4,2010,2014,0.003,0.003,7.0,56.0,63.0,1.0,0.0,62.0,0.0,0,False,True
三重県,明和町,,0,0.0,False,False,4,2,2015,2017,0.371,0.517,4.0,59.0,63.0,63.0,0.0,0.0,0.0,0,False,False
長崎県,長崎市,42201,290853,71.0,True,False,36,3,2014,2016,0.006,0.006,3.0,60.0,63.0,7.0,56.0,0.0,0.0,0,False,False
和歌山県,由良町,,0,0.0,False,False,17,4,2010,2023,0.009,0.015,4.0,59.0,63.0,55.0,4.0,4.0,0.0,0,False,False
香川県,高松市,37201,213549,51.1,True,False,20,6,2011,2022,0.008,0.008,14.0,48.0,62.0,62.0,0.0,0.0,0.0,0,False,False
福島県,白河市,07205,20631,34.7,False,False,24,1,2019,2019,0.01,0.01,15.0,47.0,62.0,46.0,0.0,16.0,0.0,0,False,False
大阪府,大阪市,27101,2752002,100.0,True,False,9,1,2010,2010,0.004,0.004,0.0,62.0,62.0,0.0,5.0,57.0,0.0,0,False,False
福岡県,大木町,,0,0.0,False,False,29,6,2010,2023,1.261,3.02,0.0,62.0,62.0,6.0,18.0,38.0,0.0,0,False,False
和歌山県,岩出市,,0,0.0,False,False,3,2,2011,2013,0.089,0.089,12.0,50.0,62.0,62.0,0.0,0.0,0.0,0,False,False
岩手県,普代村,,0,0.0,False,False,10,2,2016,2019,0.088,0.088,7.0,55.0,62.0,62.0,0.0,0.0,0.0,0,False,False
鳥取県,湯梨浜町,,0,0.0,False,False,24,3,2018,2023,0.061,0.115,6.0,55.0,61.0,1.0,60.0,0.0,0.0,0,False,True
茨城県,結城市,08207,22246,43.9,False,False,23,4,2011,2019,0.083,0.934,23.0,38.0,61.0,61.0,0.0,0.0,0.0,0,False,False
東京都,あきる野市,13228,63819,80.5,True,False,9,1,2019,2019,0.015,0.015,40.0,21.0,61.0,61.0,0.0,0.0,0.0,0,False,True
宮城県,大和町,04421,20905,72.6,True,False,21,5,2011,2022,0.136,7.052,42.0,19.0,61.0,59.0,0.0,2.0,0.0,0,False,False
愛知県,名古屋市千種区,23101,165245,100.0,True,False,22,5,2011,2020,0.113,0.113,17.0,43.0,60.0,11.0,0.0,49.0,0.0,0,False,False
埼玉県,加須市,11210,41347,37.1,False,False,16,6,2011,2023,0.004,0.004,7.0,53.0,60.0,47.0,1.0,12.0,0.0,1,False,False
埼玉県,上尾市,11219,207725,91.5,True,False,17,7,2013,2019,0.117,0.117,22.0,38.0,60.0,44.0,8.0,8.0,0.0,4,False,False
茨城県,下妻市,08210,5726,13.5,False,False,42,6,2011,2019,0.013,6.153,7.0,53.0,60.0,50.0,0.0,10.0,0.0,0,False,False
沖縄県,うるま市,47213,62071,49.5,False,False,21,5,2010,2023,0.018,0.031,46.0,14.0,60.0,37.0,15.0,8.0,0.0,9,False,False
山形県,米沢市,06202,43470,53.5,True,False,52,8,2010,2022,0.031,0.031,7.0,52.0,59.0,8.0,1.0,50.0,0.0,0,False,False
大阪府,大阪市浪速区,27111,75504,100.0,True,False,3,1,2012,2012,0.002,0.002,2.0,57.0,59.0,11.0,0.0,48.0,0.0,0,False,False
福井県,越前町,,0,0.0,False,False,22,2,2021,2023,0.056,0.056,7.0,51.0,58.0,0.0,27.0,31.0,0.0,0,False,False
岡山県,美咲町,,0,0.0,False,False,7,3,2012,2018,0.092,0.098,4.0,54.0,58.0,19.0,0.0,39.0,0.0,0,False,False
岐阜県,八百津町,,0,0.0,False,False,14,2,2010,2011,0.064,0.076,5.0,53.0,58.0,10.0,48.0,0.0,0.0,0,False,False
愛知県,豊山町,23342,14772,94.6,True,False,9,3,2011,2016,0.02,0.02,2.0,56.0,58.0,0.0,0.0,58.0,0.0,0,True,False
愛媛県,新居浜市,38205,84290,72.7,True,False,29,2,2013,2017,0.017,0.017,18.0,40.0,58.0,58.0,0.0,0.0,0.0,0,False,False
福島県,本宮市,,0,0.0,False,False,13,2,2016,2019,0.332,0.332,7.0,51.0,58.0,1.0,0.0,57.0,0.0,0,False,False
大分県,玖珠町,,0,0.0,False,False,10,3,2010,2015,0.003,0.013,32.0,26.0,58.0,0.0,57.0,1.0,0.0,0,False,False
佐賀県,嬉野市,,0,0.0,False,False,55,4,2010,2021,0.104,0.66,17.0,40.0,57.0,2.0,0.0,55.0,0.0,2,False,False
千葉県,千葉市若葉区,12104,117229,79.8,True,False,16,6,2012,2023,0.012,0.012,27.0,30.0,57.0,30.0,0.0,27.0,0.0,3,False,False
鹿児島県,さつま町,,0,0.0,False,False,5,1,2021,2021,0.012,0.012,9.0,48.0,57.0,0.0,57.0,0.0,0.0,0,False,False
