pref,muni,code,did_pop,did_pop_pct,urban,urban_naisui,records,years,first_year,last_year,area_takuchi_km2,area_km2,yukaue,yukashita,buildings,buildings_台風,buildings_梅雨前線,buildings_豪雨・その他,buildings_その他,kubochi_records,has_a51,hires_dem_pref
長崎県,島原市,42203,17176,39.6,False,False,1,1,2012,2012,0.001,0.001,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0,False,False
長崎県,五島市,42211,9265,26.9,False,False,4,1,2011,2011,0.0,0.0,2.0,3.0,5.0,0.0,0.0,5.0,0.0,0,False,False
北海道,下川町,,0,0.0,False,False,3,2,2010,2012,0.001,0.001,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0,False,False
埼玉県,嵐山町,11342,11605,64.9,True,False,1,1,2022,2022,0.012,0.012,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0,False,False
千葉県,銚子市,12202,27900,47.7,False,False,5,4,2011,2017,0.001,0.001,1.0,4.0,5.0,1.0,0.0,4.0,0.0,2,False,False
沖縄県,宮古島市,47214,19723,37.3,False,False,1,1,2016,2016,0.0,0.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,1,False,False
福井県,永平寺町,18322,5718,30.2,False,False,5,2,2011,2017,0.002,0.002,1.0,4.0,5.0,0.0,0.0,5.0,0.0,0,False,False
青森県,黒石市,02204,15037,47.1,False,False,5,1,2010,2010,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0,False,False
島根県,隠岐の島町,,0,0.0,False,False,4,1,2010,2010,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0,False,False
埼玉県,杉戸町,11464,24228,55.3,True,False,4,2,2013,2015,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0,False,False
高知県,南国市,39204,12961,27.8,False,False,4,1,2014,2014,0.003,0.003,1.0,4.0,5.0,5.0,0.0,0.0,0.0,3,False,False
山口県,和木町,,0,0.0,False,False,3,1,2014,2014,0.003,0.003,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0,False,False
熊本県,人吉市,43203,11517,37.0,False,False,4,1,2022,2022,0.002,0.002,3.0,2.0,5.0,4.0,0.0,1.0,0.0,0,False,False
熊本県,熊本市北区,43105,95119,68.0,True,False,5,3,2012,2020,0.002,0.002,1.0,4.0,5.0,0.0,5.0,0.0,0.0,0,False,False
青森県,おいらせ町,,0,0.0,False,False,1,1,2022,2022,0.001,0.001,1.0,4.0,5.0,0.0,0.0,5.0,0.0,0,False,False
北海道,札幌市豊平区,01105,224027,99.4,True,False,4,4,2012,2018,0.001,0.001,2.0,3.0,5.0,0.0,0.0,5.0,0.0,2,False,False
奈良県,高取町,,0,0.0,False,False,5,1,2017,2017,0.001,0.001,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0,False,False
山口県,萩市,35204,17514,39.2,False,False,3,3,2010,2021,0.001,0.001,0.0,4.0,4.0,1.0,2.0,1.0,0.0,1,False,False
京都府,井手町,,0,0.0,False,False,2,2,2013,2017,0.014,0.055,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0,False,False
静岡県,森町,,0,0.0,False,False,4,1,2014,2014,0.002,0.084,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0,False,True
北海道,乙部町,,0,0.0,False,False,7,2,2010,2013,0.002,0.021,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0,False,False
高知県,大豊町,,0,0.0,False,False,2,1,2014,2014,0.001,0.001,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0,False,False
群馬県,嬬恋村,,0,0.0,False,False,1,1,2013,2013,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,False,False
千葉県,白井市,12232,44231,70.8,True,False,2,1,2010,2010,0.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,0,False,False
北海道,岩内町,01402,8753,75.1,True,False,1,1,2011,2011,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,False,False
新潟県,新潟市秋葉区,15105,47390,63.1,True,False,4,1,2014,2014,0.001,0.001,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,False,False
山梨県,甲府市,19201,149277,78.7,True,False,4,4,2011,2022,0.001,0.021,2.0,2.0,4.0,2.0,0.0,2.0,0.0,0,False,True
北海道,更別村,,0,0.0,False,False,3,1,2016,2016,0.005,0.734,0.0,4.0,4.0,0.0,0.0,4.0,0.0,1,False,False
東京都,町田市,13209,409438,95.0,True,False,4,2,2016,2019,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0,False,True
京都府,京都市上京区,26102,83832,100.0,True,False,1,1,2014,2014,0.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,0,False,False
東京都,東久留米市,13222,115271,100.0,True,False,4,3,2018,2020,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0,False,True
鳥取県,琴浦町,,0,0.0,False,False,4,2,2013,2014,0.0,0.0,0.0,4.0,4.0,1.0,0.0,3.0,0.0,0,False,True
山形県,西川町,,0,0.0,False,False,5,2,2013,2020,0.002,0.002,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0,False,False
福岡県,芦屋町,40381,7252,53.5,True,False,1,1,2017,2017,0.002,0.002,2.0,2.0,4.0,0.0,4.0,0.0,0.0,0,False,False
北海道,新十津川町,,0,0.0,False,False,12,3,2011,2016,0.002,0.115,0.0,4.0,4.0,1.0,0.0,3.0,0.0,0,False,False
神奈川県,横浜市南区,14105,198157,100.0,True,False,3,2,2014,2019,0.0,0.0,3.0,1.0,4.0,2.0,0.0,2.0,0.0,0,False,True
東京都,港区,13103,260486,100.0,True,False,7,1,2010,2010,0.0,0.0,3.0,1.0,4.0,1.0,0.0,3.0,0.0,0,False,True
神奈川県,横須賀市,14201,364104,93.8,True,False,1,1,2019,2019,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,True,True
沖縄県,恩納村,,0,0.0,False,False,3,1,2020,2020,0.001,0.001,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0,False,False
沖縄県,北谷町,47326,20441,72.5,True,False,2,2,2014,2015,0.001,0.001,1.0,3.0,4.0,3.0,0.0,1.0,0.0,0,False,False
埼玉県,北本市,11233,52522,80.6,True,False,2,2,2011,2017,0.067,0.071,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0,False,False
千葉県,鋸南町,,0,0.0,False,False,4,1,2013,2013,0.001,0.001,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,False,False
熊本県,和水町,,0,0.0,False,False,2,1,2012,2012,0.001,0.001,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0,False,False
茨城県,鹿嶋市,08222,20551,30.7,False,False,3,3,2011,2019,0.0,0.0,0.0,4.0,4.0,3.0,0.0,1.0,0.0,1,False,False
北海道,別海町,,0,0.0,False,False,4,1,2018,2018,0.034,0.034,1.0,3.0,4.0,0.0,0.0,4.0,0.0,4,False,False
兵庫県,香美町,,0,0.0,False,False,2,2,2011,2018,0.001,0.013,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,False,True
神奈川県,相模原市南区,14153,276428,98.3,True,False,3,2,2017,2020,0.001,0.001,3.0,1.0,4.0,1.0,1.0,2.0,0.0,1,False,True
北海道,浜中町,,0,0.0,False,False,1,1,2013,2013,0.001,0.001,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0,False,False
北海道,湧別町,,0,0.0,False,False,1,1,2015,2015,0.028,0.028,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0,False,False
鹿児島県,姶良市,46225,42994,56.3,True,False,2,1,2018,2018,0.001,0.001,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0,False,False
鳥取県,智頭町,,0,0.0,False,False,1,1,2023,2023,0.001,0.001,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,False,True
北海道,札幌市手稲区,01109,138048,96.8,True,False,4,4,2016,2023,0.001,0.001,0.0,4.0,4.0,2.0,0.0,2.0,0.0,4,False,False
北海道,札幌市北区,01102,280178,96.8,True,False,3,1,2018,2018,0.0,0.0,1.0,3.0,4.0,2.0,0.0,2.0,0.0,3,False,False
大阪府,堺市南区,27145,121593,87.8,True,False,2,1,2012,2012,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,False,False
石川県,穴水町,,0,0.0,False,False,3,2,2010,2013,0.002,0.002,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,False
岩手県,北上市,03206,32129,34.5,False,False,1,1,2021,2021,0.005,0.005,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0,False,False
岩手県,二戸市,,0,0.0,False,False,2,1,2014,2014,0.001,0.001,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0,False,False
静岡県,富士宮市,22207,75330,58.8,True,False,2,2,2011,2014,0.002,0.002,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,True
神奈川県,川崎市麻生区,14137,170751,94.5,True,False,4,4,2016,2020,0.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0,False,True
奈良県,大淀町,,0,0.0,False,False,1,1,2013,2013,0.001,0.001,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,False
青森県,鰺ケ沢町,,0,0.0,False,False,3,1,2010,2010,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0,False,False
宮崎県,五ヶ瀬町,,0,0.0,False,False,3,2,2017,2022,0.001,0.056,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,False
長野県,南牧村,,0,0.0,False,False,1,1,2013,2013,0.003,0.026,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0,False,False
北海道,仁木町,,0,0.0,False,False,10,3,2010,2018,0.0,0.145,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0,False,False
佐賀県,玄海町,,0,0.0,False,False,3,2,2018,2023,0.001,0.001,0.0,3.0,3.0,1.0,0.0,2.0,0.0,1,False,False
埼玉県,滑川町,11341,6752,34.2,False,False,7,2,2019,2022,0.003,0.007,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0,False,False
長崎県,新上五島町,,0,0.0,False,False,3,2,2018,2019,0.001,0.001,2.0,1.0,3.0,3.0,0.0,0.0,0.0,2,False,False
徳島県,板野町,,0,0.0,False,False,2,2,2014,2017,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,False
長野県,佐久穂町,,0,0.0,False,False,2,1,2015,2015,0.001,0.001,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0,False,False
徳島県,つるぎ町,,0,0.0,False,False,1,1,2014,2014,0.001,0.001,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0,False,False
群馬県,中之条町,,0,0.0,False,False,3,1,2011,2011,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,False
新潟県,新潟市北区,15101,38910,53.5,True,False,3,2,2010,2013,0.001,0.001,1.0,2.0,3.0,0.0,1.0,2.0,0.0,1,False,False
高知県,奈半利町,,0,0.0,False,False,1,1,2012,2012,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,False
福島県,南会津町,,0,0.0,False,False,1,1,2019,2019,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,False
佐賀県,有田町,,0,0.0,False,False,1,1,2019,2019,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,1,False,False
茨城県,鉾田市,,0,0.0,False,False,1,1,2014,2014,0.001,0.001,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0,False,False
茨城県,潮来市,,0,0.0,False,False,1,1,2014,2014,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0,False,False
千葉県,袖ケ浦市,12229,32431,50.8,True,False,2,2,2013,2015,0.001,0.001,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0,False,False
広島県,広島市安佐南区,34105,210136,85.1,True,False,1,1,2021,2021,0.003,0.003,2.0,1.0,3.0,0.0,0.0,3.0,0.0,0,True,False
岐阜県,笠松町,21303,13073,58.9,True,False,3,1,2013,2013,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0,False,False
新潟県,新潟市南区,15106,14552,33.5,False,False,3,1,2014,2014,0.001,0.001,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,False
愛知県,弥富市,23235,23740,55.2,True,False,1,1,2012,2012,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0,False,False
大阪府,松原市,27217,116796,99.3,True,False,1,1,2012,2012,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0,False,False
群馬県,川場村,,0,0.0,False,False,3,1,2010,2010,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0,False,False
秋田県,小坂町,,0,0.0,False,False,2,1,2013,2013,0.001,0.001,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0,False,False
群馬県,みどり市,10212,9425,19.0,False,False,1,1,2011,2011,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0,False,False
福島県,三春町,,0,0.0,False,False,3,2,2013,2014,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0,False,False
宮崎県,日之影町,,0,0.0,False,False,2,1,2022,2022,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0,False,False
香川県,綾川町,,0,0.0,False,False,1,1,2016,2016,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1,False,False
神奈川県,相模原市中央区,14152,267525,97.7,True,False,1,1,2016,2016,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0,False,True
東京都,檜原村,,0,0.0,False,False,1,1,2019,2019,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,True
福島県,只見町,,0,0.0,False,False,3,1,2019,2019,0.001,0.007,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0,False,False
北海道,喜茂別町,,0,0.0,False,False,1,1,2011,2011,0.001,0.001,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0,False,False
群馬県,安中市,,0,0.0,False,False,3,2,2011,2017,0.001,0.001,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0,False,False
群馬県,東吾妻町,,0,0.0,False,False,2,1,2019,2019,0.001,0.001,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0,False,False
宮崎県,西米良村,,0,0.0,False,False,3,1,2022,2022,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0,False,False
石川県,能登町,,0,0.0,False,False,2,1,2014,2014,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0,False,False
東京都,瑞穂町,13303,22061,69.5,True,False,3,1,2016,2016,0.001,0.001,3.0,0.0,3.0,3.0,0.0,0.0,0.0,2,False,True
北海道,江差町,,0,0.0,False,False,6,2,2010,2013,0.001,0.597,2.0,1.0,3.0,0.0,0.0,3.0,0.0,0,False,False
沖縄県,豊見城市,47212,45688,70.6,True,False,3,3,2012,2014,0.001,0.001,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0,False,False
茨城県,かすみがうら市,08230,15859,39.6,False,False,4,3,2010,2014,0.001,0.254,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,False,False
群馬県,邑楽町,,0,0.0,False,False,1,1,2019,2019,0.001,0.001,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0,False,False
京都府,和束町,,0,0.0,False,False,2,2,2016,2017,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0,False,False
奈良県,上牧町,29424,15269,70.3,True,False,1,1,2017,2017,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1,False,False
石川県,宝達志水町,,0,0.0,False,False,2,1,2013,2013,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,False,False
大阪府,堺市中区,27142,114935,94.8,True,False,2,1,2012,2012,0.002,0.002,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0,False,False
兵庫県,神河町,,0,0.0,False,False,2,1,2018,2018,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,True
大分県,豊後高田市,,0,0.0,False,False,2,1,2023,2023,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2,False,False
岡山県,鏡野町,,0,0.0,False,False,2,2,2013,2020,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0,False,False
鹿児島県,十島村,,0,0.0,False,False,1,1,2013,2013,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0,False,False
青森県,佐井村,,0,0.0,False,False,1,1,2016,2016,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
大阪府,堺市美原区,27147,28620,76.0,True,False,2,1,2012,2012,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0,False,False
広島県,広島市中区,34101,142699,100.0,True,False,2,2,2021,2022,0.001,0.001,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0,True,False
北海道,今金町,,0,0.0,False,False,7,3,2011,2017,0.0,2.822,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1,False,False
岩手県,洋野町,,0,0.0,False,False,1,1,2016,2016,0.002,0.002,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
熊本県,菊陽町,43404,32159,74.2,True,False,1,1,2011,2011,0.001,0.001,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1,False,False
大分県,豊後大野市,,0,0.0,False,False,2,2,2012,2014,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0,False,False
北海道,札幌市清田区,01110,109681,97.6,True,False,2,2,2017,2021,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,False,False
茨城県,龍ケ崎市,08208,50195,65.7,True,False,6,3,2014,2023,0.016,0.526,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0,False,False
埼玉県,小鹿野町,,0,0.0,False,False,2,1,2011,2011,0.001,0.001,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
愛媛県,久万高原町,,0,0.0,False,False,2,1,2013,2013,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1,False,False
埼玉県,日高市,11242,24833,45.6,False,False,1,1,2016,2016,0.004,0.004,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
埼玉県,寄居町,,0,0.0,False,False,2,1,2011,2011,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
愛知県,名古屋市天白区,23116,163527,99.2,True,False,2,1,2011,2011,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
愛知県,知立市,23225,57028,79.0,True,False,1,1,2023,2023,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
千葉県,芝山町,,0,0.0,False,False,1,1,2013,2013,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
熊本県,南関町,,0,0.0,False,False,1,1,2011,2011,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0,False,False
千葉県,御宿町,,0,0.0,False,False,1,1,2011,2011,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0,False,False
岐阜県,本巣市,,0,0.0,False,False,1,1,2010,2010,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
沖縄県,東村,,0,0.0,False,False,1,1,2015,2015,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,False,False
和歌山県,日高川町,,0,0.0,False,False,1,1,2017,2017,0.001,0.001,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0,False,False
大阪府,富田林市,27214,84296,77.5,True,False,2,1,2017,2017,0.001,0.001,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
岡山県,奈義町,,0,0.0,False,False,1,1,2018,2018,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
福岡県,北九州市門司区,40101,78081,83.2,True,False,2,2,2013,2014,0.001,0.001,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0,False,False
東京都,多摩市,13224,144468,98.3,True,False,2,1,2019,2019,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,True
北海道,幕別町,01643,15909,61.7,True,False,5,1,2016,2016,0.002,0.002,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
東京都,小平市,13211,198739,100.0,True,False,1,1,2016,2016,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0,False,True
東京都,調布市,13208,242614,100.0,True,False,10,5,2010,2021,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1,False,True
北海道,富良野市,01229,13246,62.7,True,False,7,4,2010,2016,0.0,1.281,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
福島県,西郷村,,0,0.0,False,False,2,1,2011,2011,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
奈良県,野迫川村,,0,0.0,False,False,1,1,2013,2013,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
福岡県,福岡市博多区,40132,245095,97.2,True,False,1,1,2014,2014,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0,True,False
香川県,東かがわ市,,0,0.0,False,False,1,1,2014,2014,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
沖縄県,八重瀬町,47362,10242,33.1,False,False,1,1,2013,2013,0.001,0.001,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,False,False
栃木県,芳賀町,,0,0.0,False,False,2,2,2015,2017,0.002,0.002,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0,False,False
栃木県,益子町,,0,0.0,False,False,2,1,2015,2015,0.001,0.001,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
石川県,野々市市,17212,50410,88.1,True,False,2,1,2022,2022,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,True,False
沖縄県,糸満市,47210,37403,61.3,True,False,2,1,2017,2017,0.001,0.001,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0,False,False
栃木県,市貝町,,0,0.0,False,False,2,1,2013,2013,0.001,0.001,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
富山県,上市町,,0,0.0,False,False,3,3,2014,2023,0.0,0.009,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,False,False
北海道,本別町,,0,0.0,False,False,1,1,2015,2015,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,False,False
北海道,長沼町,,0,0.0,False,False,4,1,2012,2012,0.0,1.641,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,False,False
福島県,北塩原村,,0,0.0,False,False,2,1,2020,2020,0.001,0.001,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0,False,False
千葉県,八街市,12230,8769,13.0,False,False,1,1,2010,2010,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,True,False
千葉県,長生村,,0,0.0,False,False,1,1,2023,2023,0.001,0.001,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0,False,False
群馬県,片品村,,0,0.0,False,False,2,1,2013,2013,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0,False,False
岐阜県,美濃加茂市,21211,11211,19.8,False,False,2,2,2020,2021,0.013,0.175,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0,False,False
奈良県,宇陀市,,0,0.0,False,False,2,1,2017,2017,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0,False,False
千葉県,館山市,12205,14169,31.4,False,False,2,1,2017,2017,0.001,0.001,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2,False,False
熊本県,氷川町,,0,0.0,False,False,1,1,2013,2013,0.001,0.001,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,False,False
北海道,遠軽町,01555,7880,41.0,False,False,2,1,2011,2011,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0,False,False
千葉県,匝瑳市,,0,0.0,False,False,1,1,2010,2010,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,False,False
宮崎県,高千穂町,,0,0.0,False,False,1,1,2022,2022,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,False,False
栃木県,那珂川町,,0,0.0,False,False,3,2,2011,2019,0.0,0.011,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,False,False
沖縄県,与那原町,47348,16931,86.0,True,False,1,1,2013,2013,0.001,0.001,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,False,False
福島県,天栄村,,0,0.0,False,False,1,1,2019,2019,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,False,False
新潟県,新潟市西蒲区,15108,11551,21.2,False,False,1,1,2013,2013,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,False,False
千葉県,東庄町,,0,0.0,False,False,1,1,2014,2014,0.001,0.001,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,False,False
新潟県,新潟市江南区,15104,38479,56.6,True,False,1,1,2014,2014,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,False,False
佐賀県,基山町,41341,7917,45.9,False,False,1,1,2012,2012,0.001,0.001,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,False,False
岡山県,勝央町,,0,0.0,False,False,1,1,2013,2013,0.001,0.001,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,False,False
福岡県,吉富町,,0,0.0,False,False,1,1,2012,2012,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,False,False
群馬県,榛東村,,0,0.0,False,False,1,1,2011,2011,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,False,False
群馬県,板倉町,,0,0.0,False,False,3,3,2011,2019,0.0,17.678,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,False,False
福島県,新地町,,0,0.0,False,False,1,1,2017,2017,0.001,0.001,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,False,False
千葉県,大網白里町,,0,0.0,False,False,1,1,2011,2011,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,False,False
東京都,府中市,13206,262790,100.0,True,False,1,1,2019,2019,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,False,True
北海道,当別町,01303,5436,34.2,False,False,2,1,2010,2010,0.001,0.05,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,False,False
北海道,名寄市,01221,17889,65.6,True,False,8,1,2010,2010,0.0,3.076,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,False,False
新潟県,湯沢町,,0,0.0,False,False,1,1,2016,2016,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,False,False
新潟県,津南町,,0,0.0,False,False,1,1,2019,2019,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,False,False
大阪府,河南町,27382,6449,41.1,False,False,1,1,2014,2014,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,False,False
東京都,小金井市,13210,126074,100.0,True,False,1,1,2018,2018,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,False,True
北海道,平取町,,0,0.0,False,False,1,1,2010,2010,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,False,False
高知県,黒潮町,,0,0.0,False,False,2,2,2014,2020,0.0,0.002,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,False,False
